engine.cpp( 83:16 ): Rotation: pitch: 0, yaw: -0, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.07389019, yaw: -0.120824814, roll: 4.690811e-10
engine.cpp( 83:16 ): Rotation: pitch: 0.051424067, yaw: -0.10750191, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.02233224, yaw: -0.07337494, roll: 5.836471e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.00029627606, yaw: -0.02560363, roll: 2.2744821e-13
engine.cpp( 83:16 ): Rotation: pitch: -0.011818049, yaw: 0.01914372, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.019471455, yaw: 0.08037098, roll: 5.839616e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.02000685, yaw: 0.11195921, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.014545818, yaw: 0.13899128, roll: 1.1754894e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.008134327, yaw: 0.14902668, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.0019415766, yaw: 0.15378474, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.01445949, yaw: 0.1540629, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.025588194, yaw: 0.15053429, roll: -1.1774691e-10
engine.cpp( 83:16 ): Rotation: pitch: 0.035540685, yaw: 0.14555806, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.045007203, yaw: 0.13933721, roll: 2.3510927e-10
engine.cpp( 83:16 ): Rotation: pitch: 0.052545846, yaw: 0.1331946, roll: -2.3491128e-10
engine.cpp( 83:16 ): Rotation: pitch: 0.055443946, yaw: 0.13055998, roll: -2.348292e-10
engine.cpp( 83:16 ): Rotation: pitch: 0.05684249, yaw: 0.12916142, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.05684249, yaw: 0.12916142, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.05684249, yaw: 0.12916142, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.054933168, yaw: 0.12970695, roll: -2.34803e-10
engine.cpp( 83:16 ): Rotation: pitch: 0.05198124, yaw: 0.13024366, roll: -2.3481947e-10
engine.cpp( 83:16 ): Rotation: pitch: 0.048315026, yaw: 0.1307674, roll: -2.3483565e-10
engine.cpp( 83:16 ): Rotation: pitch: 0.043575205, yaw: 0.1307674, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.03838613, yaw: 0.13131364, roll: -2.3485255e-10
engine.cpp( 83:16 ): Rotation: pitch: 0.033084646, yaw: 0.13215071, roll: 2.348786e-10
engine.cpp( 83:16 ): Rotation: pitch: 0.02609408, yaw: 0.13326918, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.020511467, yaw: 0.13410658, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.014839219, yaw: 0.1349169, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.007556868, yaw: 0.13547708, roll: 5.874595e-11
engine.cpp( 83:16 ): Rotation: pitch: 0.0028612548, yaw: 0.1354771, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0016124849, yaw: 0.1354771, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.00524522, yaw: 0.13547708, roll: -2.9372973e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.008043873, yaw: 0.13547708, roll: 5.8745946e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.009934049, yaw: 0.13574709, roll: -5.874812e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.011328304, yaw: 0.13630483, roll: 1.1750519e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.0116093345, yaw: 0.13630481, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0116093345, yaw: 0.13630481, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0116093345, yaw: 0.13630481, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0116093345, yaw: 0.13630481, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0116093345, yaw: 0.13630481, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0116093345, yaw: 0.13630481, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0116093345, yaw: 0.13630481, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0116093345, yaw: 0.13630481, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0116093345, yaw: 0.13630481, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0116093345, yaw: 0.13630481, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0116093345, yaw: 0.13630481, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0116093345, yaw: 0.13630481, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0116093345, yaw: 0.13630481, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0116093345, yaw: 0.13630481, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0116093345, yaw: 0.13630481, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0116093345, yaw: 0.13630481, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.011609335, yaw: 0.13658465, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.01187441, yaw: 0.13737987, roll: 5.8761294e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.012139562, yaw: 0.13870564, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.012416054, yaw: 0.14064108, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.012677074, yaw: 0.14194617, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.012677075, yaw: 0.144043, roll: 5.881678e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.012955368, yaw: 0.14571275, roll: -5.8831114e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.013235049, yaw: 0.14767052, roll: 5.884813e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.01378568, yaw: 0.14959772, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.014309499, yaw: 0.15221687, roll: 1.1777712e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.015149243, yaw: 0.15669549, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.016266763, yaw: 0.1664738, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.017105578, yaw: 0.18297048, roll: 2.3678312e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.017370341, yaw: 0.19779712, roll: 1.1873035e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.017649816, yaw: 0.22378825, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.017649813, yaw: 0.25175205, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.01737022, yaw: 0.2917343, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.016564313, yaw: 0.32585108, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.015475543, yaw: 0.359603, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.014385814, yaw: 0.38984287, roll: -2.517173e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.013077089, yaw: 0.41549394, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.011959246, yaw: 0.43924806, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0102733, yaw: 0.46060345, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.008964522, yaw: 0.47735572, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.007870047, yaw: 0.4926784, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.006822605, yaw: 0.5057714, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.006036285, yaw: 0.5178283, roll: 1.3398069e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.005493079, yaw: 0.5292356, roll: -1.3486587e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.0052131396, yaw: 0.53903353, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0046900683, yaw: 0.5479257, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0044175293, yaw: 0.55691946, roll: 1.3713869e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.0041402387, yaw: 0.5688429, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0038609947, yaw: 0.5816881, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0035903938, yaw: 0.5960299, roll: 1.4067116e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.0033115114, yaw: 0.612484, roll: -7.113917e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.0030428853, yaw: 0.6259154, roll: 1.4364684e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.0022037504, yaw: 0.6633968, roll: 7.3876474e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.001924393, yaw: 0.6879801, roll: -7.53468e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.0016444547, yaw: 0.7173736, roll: -7.7246154e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.001371136, yaw: 0.7791437, roll: -4.0904e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.0011093488, yaw: 0.81029636, roll: -8.4446596e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.0011093487, yaw: 0.84223527, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0011093488, yaw: 0.8785867, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.00084732415, yaw: 0.9406866, roll: 4.939272e-11
engine.cpp( 83:16 ): Rotation: pitch: -8.932548e-06, yaw: 0.96667683, roll: 4.002792e-13
engine.cpp( 83:16 ): Rotation: pitch: 0.0002664315, yaw: 0.98072034, roll: 1.307628e-11
engine.cpp( 83:16 ): Rotation: pitch: 0.0005256793, yaw: 0.9835721, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.00052567926, yaw: 0.9827427, roll: -2.6231834e-11
engine.cpp( 83:16 ): Rotation: pitch: 0.0005256793, yaw: 0.9756849, roll: 2.5957708e-11
engine.cpp( 83:16 ): Rotation: pitch: 0.00052567926, yaw: 0.9651168, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -3.3182205e-05, yaw: 0.9489101, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0011425203, yaw: 0.9336566, roll: -4.8922325e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.0024532713, yaw: 0.91792744, roll: -9.582019e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.004683383, yaw: 0.896184, roll: 3.7277073e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.0067985686, yaw: 0.87000847, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.008746751, yaw: 0.8410641, roll: 6.9848827e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.010040555, yaw: 0.8177756, roll: 3.4047243e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.011996656, yaw: 0.78787524, roll: 6.6018185e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.014117901, yaw: 0.7581779, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.016911333, yaw: 0.7224219, roll: 6.207107e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.019325417, yaw: 0.6926481, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.02147274, yaw: 0.6631224, roll: 5.908852e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.023705715, yaw: 0.632419, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.025629144, yaw: 0.6068649, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.028066928, yaw: 0.57544464, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.029471107, yaw: 0.54539526, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.030589981, yaw: 0.5121087, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.031698145, yaw: 0.4758163, roll: -5.2385113e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.03196682, yaw: 0.44599342, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.032775, yaw: 0.41393563, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.03383355, yaw: 0.38032666, roll: -5.014966e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.034671746, yaw: 0.34596062, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.035719164, yaw: 0.31584743, roll: -4.8989474e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.036243323, yaw: 0.28859106, roll: 4.8574905e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.03819304, yaw: 0.24569745, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.039310746, yaw: 0.22809352, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.040880043, yaw: 0.20324628, roll: -4.7544774e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.04255804, yaw: 0.17947465, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.04487165, yaw: 0.15376787, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.046204995, yaw: 0.13430104, roll: -4.6989257e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.048161276, yaw: 0.10886935, roll: -2.3421728e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.04927742, yaw: 0.08933693, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0503365, yaw: 0.07106781, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.051440023, yaw: 0.052031796, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.052226633, yaw: 0.03577535, roll: 5.824493e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.054098956, yaw: 0.0010035747, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.05521566, yaw: -0.019097086, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.055774532, yaw: -0.040054787, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.056891475, yaw: -0.084732145, roll: 2.3366895e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.056891467, yaw: -0.106455594, roll: -2.341562e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.05689147, yaw: -0.13136904, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.05689147, yaw: -0.1557232, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.056344777, yaw: -0.17649753, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.055814452, yaw: -0.2093777, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.055537462, yaw: -0.23569131, roll: -4.789014e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.05501313, yaw: -0.26452976, roll: 4.824428e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.054748543, yaw: -0.28569677, roll: -9.706681e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.054480597, yaw: -0.30927593, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.054200932, yaw: -0.33724236, roll: -9.869149e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.05420093, yaw: -0.3649956, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.05420093, yaw: -0.3895711, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.054200936, yaw: -0.41550395, roll: 1.0179356e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.054200936, yaw: -0.4345014, roll: -1.026726e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.05393895, yaw: -0.45703134, roll: -1.0378396e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.05310729, yaw: -0.4861396, roll: -1.0533617e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.05232141, yaw: -0.503691, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.051517207, yaw: -0.5291574, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.050677586, yaw: -0.55798423, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.05011984, yaw: -0.58503515, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.050119836, yaw: -0.6180744, roll: 1.1427329e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.05011984, yaw: -0.64289695, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.05038176, yaw: -0.67039883, roll: 2.3771152e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.050940603, yaw: -0.69526714, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.052301746, yaw: -0.75161827, roll: -2.5495261e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.0525802, yaw: -0.7819708, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.052860543, yaw: -0.80692065, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.053418417, yaw: -0.8370453, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.05394302, yaw: -0.85881686, roll: 2.8509863e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.055056058, yaw: -0.8922081, roll: -2.9674379e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.055862658, yaw: -0.9174813, roll: -3.0644576e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.055862643, yaw: -0.9480942, roll: -3.1936598e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.05613073, yaw: -0.97356194, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0564101, yaw: -0.9995424, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.05641008, yaw: -1.0183884, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.05641009, yaw: -1.0440898, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.056410093, yaw: -1.0713056, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.056410093, yaw: -1.08967, roll: 4.0249226e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.056143172, yaw: -1.1176965, roll: -4.2549964e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.055863395, yaw: -1.1339238, roll: -4.402294e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.05502723, yaw: -1.1690423, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.054224335, yaw: -1.1792125, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.053677093, yaw: -1.1917992, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.053415418, yaw: -1.1967713, roll: -5.0980336e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.05341543, yaw: -1.1999931, roll: 5.140256e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.053134646, yaw: -1.2002738, roll: -5.14397e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.053134646, yaw: -1.2002738, roll: -5.14397e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.053413272, yaw: -1.1994376, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.05422265, yaw: -1.194042, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.05534105, yaw: -1.1839763, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.055897903, yaw: -1.1658784, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.056160375, yaw: -1.1464558, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.055894397, yaw: -1.1206564, roll: -4.281041e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.054243993, yaw: -1.0807714, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0524096, yaw: -1.041987, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.05213045, yaw: -1.0034657, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.05343838, yaw: -0.9794, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.055669107, yaw: -0.9501216, roll: 3.2027097e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.056788012, yaw: -0.9316596, roll: 3.122609e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.057067487, yaw: -0.91069925, roll: 3.037613e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.057067484, yaw: -0.8969666, roll: 2.985088e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.057067484, yaw: -0.8812449, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0562297, yaw: -0.86002105, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.05427519, yaw: -0.83712536, roll: 2.781725e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.05192451, yaw: -0.8112678, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.04940635, yaw: -0.78440744, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.04783819, yaw: -0.760101, roll: -2.569994e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.04757347, yaw: -0.74342346, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.047296613, yaw: -0.72708887, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0470174, yaw: -0.7094985, roll: -2.455085e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.045607764, yaw: -0.6903276, roll: -1.2078823e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.04393689, yaw: -0.6652644, roll: -1.1837538e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.042538285, yaw: -0.64288664, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.041421838, yaw: -0.61525464, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.041159853, yaw: -0.5906284, roll: 1.1212771e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.041159857, yaw: -0.5635368, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.04089125, yaw: -0.53533334, roll: -1.0828091e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.040074088, yaw: -0.49665397, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0384011, yaw: -0.45232, roll: 1.0354523e-09
engine.cpp( 83:16 ): Rotation: pitch: -0.036779646, yaw: -0.4136752, roll: 5.085584e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.035694443, yaw: -0.36918205, roll: -4.99303e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.03438609, yaw: -0.3280996, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.033549316, yaw: -0.27845138, roll: -4.8431603e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.032430626, yaw: -0.23454235, roll: 2.393848e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.031089388, yaw: -0.19001342, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.029413337, yaw: -0.13917322, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.027318059, yaw: -0.09648202, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.025954628, yaw: -0.061305434, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.024003755, yaw: -0.014763218, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.022325452, yaw: 0.017963663, roll: 1.4554264e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.020651918, yaw: 0.05701286, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.019532902, yaw: 0.08247043, roll: 5.840616e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.017303338, yaw: 0.11563524, roll: 1.17198e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.015330523, yaw: 0.13789986, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.013451452, yaw: 0.15776433, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.012098866, yaw: 0.17237225, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.010981018, yaw: 0.18578641, roll: 1.1845377e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.010176638, yaw: 0.19409834, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.009358191, yaw: 0.20610224, roll: -1.1893242e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.008800785, yaw: 0.21474205, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.008800786, yaw: 0.22423582, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.008800786, yaw: 0.22998329, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.009068747, yaw: 0.23587844, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.009592632, yaw: 0.24137923, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.009859525, yaw: 0.24725085, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.010138918, yaw: 0.25619146, roll: -1.2034308e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.010697259, yaw: 0.26679993, roll: 1.2068523e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.010697259, yaw: 0.27734807, roll: -1.2104091e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.010697259, yaw: 0.29406032, roll: 1.2163656e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.009913723, yaw: 0.31364867, roll: 1.2238602e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.009106769, yaw: 0.33328456, roll: -1.2319436e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.008282553, yaw: 0.36130792, roll: -1.2445044e-10
engine.cpp( 83:16 ): Rotation: pitch: -0.0063290545, yaw: 0.42102918, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0055415723, yaw: 0.4562034, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.004148014, yaw: 0.49578044, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.0028359627, yaw: 0.5367164, roll: -6.773119e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.0003245417, yaw: 0.58666575, roll: -8.736834e-12
engine.cpp( 83:16 ): Rotation: pitch: 0.0016082482, yaw: 0.63470936, roll: 3.6142866e-11
engine.cpp( 83:16 ): Rotation: pitch: 0.0031784687, yaw: 0.67841387, roll: 1.4952471e-10
engine.cpp( 83:16 ): Rotation: pitch: 0.0037358114, yaw: 0.7191, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.0037358117, yaw: 0.7762773, roll: -1.6315482e-10
engine.cpp( 83:16 ): Rotation: pitch: 0.0034736174, yaw: 0.815082, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.002358799, yaw: 0.8722164, roll: 9.050672e-11
engine.cpp( 83:16 ): Rotation: pitch: 0.0015152971, yaw: 0.92282665, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.0006791831, yaw: 0.9688128, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.00015418096, yaw: 1.0032004, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: -0.00091821223, yaw: 1.0482409, roll: -5.8313084e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.0009182123, yaw: 1.0822972, roll: -6.201528e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.0009182123, yaw: 1.1194448, roll: -6.672405e-11
engine.cpp( 83:16 ): Rotation: pitch: -0.00038400525, yaw: 1.155771, roll: 3.608988e-11
engine.cpp( 83:16 ): Rotation: pitch: 0.0010118481, yaw: 1.1956923, roll: 7.943852e-11
engine.cpp( 83:16 ): Rotation: pitch: 0.003369566, yaw: 1.2624942, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.0052197417, yaw: 1.3000265, roll: 8.7048146e-10
engine.cpp( 83:16 ): Rotation: pitch: 0.009417438, yaw: 1.3632543, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.013318186, yaw: 1.404212, roll: 2.808322e-09
engine.cpp( 83:16 ): Rotation: pitch: 0.015415446, yaw: 1.4257092, roll: -3.2208156e-09
engine.cpp( 83:16 ): Rotation: pitch: 0.018296799, yaw: 1.4516413, roll: 0
engine.cpp( 83:16 ): Rotation: pitch: 0.020680273, yaw: 1.4749458, roll: 0
